08 August 2017 18:51:01
Time (ms),HR (bpm),R-R (ms)
1558575,180,355
1558900,180,325
1559237,180,337
1559597,180,360
1559935,181,338
1560260,181,325
1560618,181,358
1560955,181,337
1561298,181,343
1561619,181,321
1561963,180,344
1562323,180,360
1562648,180,325
1562991,180,343
1563349,180,358
1563678,180,329
1564021,180,343
1564378,180,357
1564726,180,348
1565051,179,325
1565411,179,360
1565758,179,347
1566083,178,325
1566450,178,367
1566790,178,340
1567138,178,348
1567468,178,330
1567828,178,360
1568176,178,348
1568504,178,328
1568872,178,368
1569216,177,344
1569566,177,350
1569916,177,350
1570258,177,342
1570611,177,353
1570944,177,333
1571309,177,365
1571661,177,352
1571995,176,334
1572363,176,368
1572713,176,350
1573047,176,334
1573421,176,374
1573769,176,348
1574126,175,357
1574481,175,355
1574829,175,348
1575189,174,360
1575527,174,338
1575898,174,371
1576242,173,344
1576594,173,352
1576974,173,380
1577330,173,356
1577672,173,342
1578051,173,379
1578405,172,354
1578771,172,366
1579111,172,340
1579476,172,365
1579839,172,363
1580199,171,360
1580564,171,365
1580946,171,382
1581294,170,348
1581675,170,381
1582028,170,353
1582394,169,366
1582778,169,384
1583124,169,346
1583496,168,372
1583881,168,385
1584236,168,355
1584607,167,371
1584981,167,374
1585350,166,369
1585724,166,374
1586098,166,374
1586493,166,395
1586847,166,354
1587226,166,379
1587605,165,379
1587980,165,375
1588358,164,378
1588742,164,384
1589123,164,381
1589511,163,388
1589894,163,383
1590282,163,388
1590673,162,391
1591064,162,391
1591457,160,393
1591853,160,396
1592250,160,397
1592648,158,398
1593046,158,398
1593448,158,402
1593848,157,400
1594245,157,397
1594648,155,403
1595050,155,402
1595451,155,401
1595857,154,406
1596260,154,403
1596686,153,426
1597072,153,386
1597476,153,404
1597898,152,422
1598306,152,408
1598709,151,403
1599099,151,390
1599512,151,413
1599917,151,405
1600347,151,430
1600740,150,393
1601168,150,428
1601577,150,409
1601991,150,414
1602404,150,413
1602814,150,410
1603228,150,414
1604061,149,833
1604495,149,434
1604932,148,437
1605364,148,432
1605793,147,429
1606671,147,878
1607080,146,409
1607509,146,429
1607956,144,447
1608370,144,414
1608808,144,438
1609252,143,444
1609670,143,418
1610103,142,433
1610535,142,432
1610965,142,430
1611400,142,435
1611838,142,438
1612274,142,436
1612715,142,441
1613156,141,441
1613604,141,448
1614053,140,449
1614517,140,464
1614948,140,431
1615426,139,478
1615861,139,435
1616319,138,458
1616784,138,465
1617249,137,465
1617713,137,464
1618181,136,468
1618647,136,466
1619116,134,469
1619589,134,473
1620051,134,462
1620534,133,483
1620973,133,439
1621438,132,465
1621903,132,465
1622361,132,458
1622821,132,460
1623281,131,460
1623738,131,457
1624196,132,458
1624656,132,460
1625114,132,458
1625580,132,466
1626045,132,465
1626512,132,467
1626989,132,477
1627462,132,473
1627940,132,478
1628424,132,484
1628902,132,478
1629386,131,484
1629874,131,488
1630384,130,510
1630859,130,475
1631368,128,509
1631855,128,487
1632352,128,497
1632836,126,484
1633332,126,496
1633833,125,501
1634332,125,499
1634827,124,495
1635311,124,484
1635808,124,497
1636311,124,503
1636813,124,502
1637306,124,493
1637804,123,498
1638301,123,497
1638796,123,495
1639293,123,497
1639790,123,497
1640282,123,492
1640766,123,484
1641254,123,488
1641733,123,479
1642205,123,472
1642695,124,490
1643139,124,444
1643600,124,461
1644060,125,460
1644523,125,463
1644972,127,449
1645427,127,455
1645902,129,475
1646327,129,425
1646778,132,451
1647223,132,445
1647661,132,438
1648104,133,443
1648542,133,438
1648975,135,433
1649407,135,432
1649836,137,429
1650266,137,430
1650714,137,448
1651135,138,421
1651538,138,403
1651985,140,447
1652380,140,395
1652821,140,441
1653226,141,405
1653650,141,424
1654069,143,419
1654515,143,446
1654932,144,417
1655325,144,393
1655767,144,442
1656191,145,424
1656586,145,395
1657005,145,419
1657445,145,440
1657862,145,417
1658255,145,393
1658670,145,415
1659088,146,418
1659528,146,440
1659922,146,394
1660341,146,419
1660781,146,440
1661201,147,420
1661592,147,391
1662032,147,440
1662451,146,419
1662844,146,393
1663255,146,411
1663695,146,440
1664109,146,414
1664496,147,387
1664928,147,432
1665327,147,399
1665754,147,427
1666147,147,393
1666582,147,435
1666999,147,417
1667386,148,387
1667821,148,435
1668235,148,414
1668646,148,411
1669031,148,385
1669462,148,431
1669849,148,387
1670249,148,400
1670656,149,407
1671086,149,430
1671471,149,385
1671871,149,400
1672272,149,401
1672701,150,429
1673077,150,376
1673478,151,401
1673900,151,422
1674300,151,400
1674675,151,375
1675096,151,421
1675496,152,400
1675886,152,390
1676264,152,378
1676680,152,416
1677079,152,399
1677450,153,371
1677847,153,397
1678264,153,417
1678636,154,372
1679047,154,411
1679437,154,390
1679832,154,395
1680202,154,370
1680616,155,414
1680983,155,367
1681373,155,390
1681760,156,387
1682169,156,409
1682537,156,368
1682922,156,385
1683331,156,409
1683719,157,388
1684084,157,365
1684465,157,381
1684870,158,405
1685230,158,360
1685608,158,378
1685993,158,385
1686391,158,398
1686750,159,359
1687145,159,395
1687506,159,361
1687907,160,401
1688265,160,358
1688642,160,377
1689041,161,399
1689419,161,378
1689774,161,355
1690148,161,374
1690546,161,398
1690903,162,357
1691277,162,374
1691665,162,388
1692043,162,378
1692414,162,371
1692765,162,351
1693158,162,393
1693530,162,372
1693876,163,346
1694262,163,386
1694613,163,351
1695001,164,388
1695347,164,346
1695733,164,386
1696080,165,347
1696465,165,385
1696812,165,347
1697195,166,383
1697545,166,350
1697906,166,361
1698286,167,380
1698653,167,367
1698997,167,344
1699377,167,380
1699716,167,339
1700101,168,385
1700437,168,336
1700795,168,358
1701155,169,360
1701537,169,382
1701873,169,336
1702229,170,356
1702602,170,373
1702939,170,337
1703317,170,378
1703671,170,354
1704028,170,357
1704387,171,359
1704721,171,334
1705077,171,356
1705432,171,355
1705806,171,374
1706160,172,354
1706498,172,338
1706870,172,372
1707202,172,332
1707576,172,374
1707929,172,353
1708276,173,347
1708630,173,354
1708959,173,329
1709327,173,368
1709661,173,334
1710035,173,374
1710362,174,327
1710712,174,350
1711082,174,370
1711427,175,345
1711753,175,326
1712121,175,368
1712449,175,328
1712816,175,367
1713144,175,328
1713513,176,369
1713863,176,350
1714188,176,325
1714534,176,346
1714901,176,367
1715228,176,327
1715591,176,363
1715918,176,327
1716282,176,364
1716629,177,347
1716976,177,347
1717323,177,347
1717647,177,324
1718013,177,366
1718357,177,344
1718698,177,341
1719042,177,344
1719368,177,326
1719712,177,344
1720073,177,361
1720419,177,346
1720761,178,342
1721084,178,323
1721423,178,339
1721766,179,343
1722109,179,343
1722471,179,362
1722810,179,339
1723132,179,322
1723489,179,357
1723816,179,327
1724176,179,360
1724514,179,338
1724859,179,345
1725182,179,323
1725539,179,357
1725885,179,346
1726202,179,317
1726544,179,342
1726884,179,340
1727224,179,340
1727584,179,360
1727922,180,338
1728246,180,324
1728605,180,359
1728941,180,336
1729263,180,322
1729624,180,361
1729943,180,319
1730301,180,358
1730642,180,341
1730974,180,332
1731318,180,344
1731640,180,322
1731992,180,352
1732338,180,346
1732675,180,337
1732993,180,318
1733349,180,356
1733670,180,321
1734025,181,355
1734365,181,340
1734684,181,319
1735041,181,357
1735357,181,316
1735696,181,339
1736038,181,342
1736390,181,352
1736732,181,342
1737066,181,334
1737385,181,319
1737743,181,358
1738081,181,338
1738415,181,334
1738733,181,318
1739091,181,358
1739412,181,321
1739767,181,355
1740106,181,339
1740438,181,332
1740758,181,320
1741115,181,357
1741451,181,336
1741791,181,340
1742111,181,320
1742461,181,350
1742803,181,342
1743120,182,317
1743461,182,341
1743812,182,351
1744133,182,321
1744475,182,342
1744825,182,350
1745150,182,325
1745486,182,336
1745841,182,355
1746184,181,343
1746502,181,318
1746845,181,343
1747199,181,354
1747541,181,342
1747883,181,342
1748219,180,336
1748564,180,345
1748887,180,323
1749246,180,359
1749571,180,325
1749913,180,342
1750276,180,363
1750615,180,339
1750940,180,325
1751285,180,345
1751643,180,358
1751973,180,330
1752314,179,341
1752661,179,347
1753021,179,360
1753348,179,327
1753715,179,367
1754056,179,341
1754406,178,350
1754737,178,331
1755100,178,363
1755448,177,348
1755798,177,350
1756150,177,352
1756501,176,351
1756845,176,344
1757198,176,353
1757549,176,351
1757904,176,355
1758250,176,346
1758605,175,355
1758938,175,333
1759310,175,372
1759665,175,355
1760020,175,355
1760375,175,355
1760727,174,352
1761085,174,358
1761422,174,337
1761795,174,373
1762154,174,359
1762494,173,340
1762868,173,374
1763210,173,342
1763572,173,362
1763932,173,360
1764310,173,378
1764654,172,344
1765017,172,363
1765395,172,378
1765739,171,344
1766126,171,387
1766824,171,698
1767218,171,394
1767581,169,363
1767934,169,353
1768324,169,390
1768675,168,351
1769046,168,371
1769410,168,364
1769784,167,374
1770176,167,392
1770532,167,356
1770911,166,379
1771288,166,377
1771665,165,377
1772043,165,378
1772425,165,382
1772808,164,383
1773191,164,383
1773576,164,385
1773964,163,388
1774353,163,389
1774739,161,386
1775130,161,391
1775521,161,391
1775911,159,390
1776303,159,392
1776695,159,392
1777088,158,393
1777489,158,401
1777881,157,392
1778277,157,396
1778675,157,398
1779075,156,400
1779474,156,399
1779876,155,402
1780275,155,399
1780676,155,401
1781079,154,403
1781481,154,402
1781883,154,402
1782287,153,404
1782691,153,404
1783095,153,404
1783502,153,407
1783911,153,409
1784320,152,409
1784733,152,413
1785150,151,417
1785567,151,417
1785991,150,424
1786416,150,425
1786841,150,425
1787272,149,431
1787703,149,431
1788135,147,432
1788568,147,433
1788998,147,430
1789437,145,439
1789874,145,437
1790311,144,437
1790752,144,441
1791197,142,445
1791639,142,442
1792083,142,444
1792534,141,451
1792976,141,442
1793428,140,452
1793883,140,455
1794333,139,450
1794789,139,456
1795235,137,446
1795676,137,441
1796140,137,464
1796589,137,449
1797033,137,444
1797464,136,431
1797928,136,464
1798376,136,448
1798829,136,453
1799263,136,434
1799729,136,466
1800174,136,445
1800628,136,454
1801061,136,433
1801513,136,452
1801977,136,464
1802412,136,435
1802873,136,461
1803352,136,479
1803793,136,441
1804255,136,462
1804727,135,472
1805198,135,471
1805662,135,464
1806141,135,479
1806620,134,479
1807092,134,472
1807579,132,487
1808027,132,448
1808505,132,478
1808973,131,468
1809454,131,481
1809922,130,468
1810389,130,467
1810834,130,445
1811305,130,471
1811769,130,464
1812237,130,468
1812701,130,464
1813181,130,480
1813624,130,443
1814089,131,465
1814555,131,466
1815019,131,464
1815486,131,467
1815951,131,465
1816422,131,471
1816896,131,474
1817371,131,475
1817848,131,477
1818319,131,471
1818802,131,483
1819306,131,504
1819760,131,454
1820238,130,478
1820718,130,480
1821190,129,472
1821666,129,476
1822141,128,475
1822613,128,472
1823086,128,473
1823560,128,474
1824035,128,475
1824514,128,479
1824985,128,471
1825451,128,466
1825925,129,474
1826392,129,467
1826845,129,453
1827299,129,454
1827755,129,456
1828201,130,446
1828648,130,447
1829115,131,467
1829527,131,412
1829968,131,441
1830405,133,437
1830833,133,428
1831265,135,432
1831699,135,434
1832127,138,428
1832553,138,426
1832988,138,435
1833418,139,430
1833845,139,427
1834300,140,455
1834707,140,407
1835137,141,430
1835571,141,434
1836004,141,433
1836432,142,428
1836889,142,457
1837297,142,408
1837730,142,433
1838184,142,454
1838590,142,406
1839017,142,427
1839469,141,452
1839874,141,405
1840300,142,426
1840750,142,450
1841179,142,429
1841578,142,399
1842026,142,448
1842454,142,428
1842853,142,399
1843302,142,449
1843708,143,406
1844125,143,417
1844552,143,427
1844976,143,424
1845416,144,440
1845817,144,401
1846265,144,448
1846664,144,399
1847083,144,419
1847527,144,444
1847931,144,404
1848345,144,414
1848788,144,443
1849208,144,420
1849599,145,391
1850015,145,416
1850434,145,419
1850869,145,435
1851258,145,389
1851698,146,440
1852092,146,394
1852503,146,411
1852935,146,432
1853353,146,418
1853742,147,389
1854152,147,410
1854588,147,436
1854998,147,410
1855384,147,386
1855797,148,413
1856207,148,410
1856615,148,408
1857039,148,424
1857435,148,396
1857844,149,409
1858248,149,404
1858656,149,408
1859069,149,413
1859473,149,404
1859885,149,412
1860314,149,429
1860692,149,378
1861102,150,410
1861529,150,427
1861913,150,384
1862318,150,405
1862719,150,401
1863127,150,408
1863524,150,397
1863950,150,426
1864336,150,386
1864729,150,393
1865154,151,425
1865552,151,398
1865925,151,373
1866327,151,402
1866727,151,400
1867119,152,392
1867518,152,399
1867934,153,416
1868309,153,375
1868722,153,413
1869119,153,397
1869490,153,371
1869881,153,391
1870273,154,392
1870669,154,396
1871052,154,383
1871463,154,411
1871827,154,364
1872211,156,384
1872599,156,388
1872983,156,384
1873369,156,386
1873752,156,383
1874134,158,382
1874516,158,382
1874897,158,381
1875294,159,397
1875652,159,358
1876048,159,396
1876405,159,357
1876779,159,374
1877156,160,377
1877533,160,377
1877922,160,389
1878279,161,357
1878650,161,371
1879038,161,388
1879392,162,354
1879782,162,390
1880154,162,372
1880515,163,361
1880887,163,372
1881237,164,350
1881602,164,365
1881964,164,362
1882329,165,365
1882701,165,372
1883069,165,368
1883450,166,381
1883814,166,364
1884159,166,345
1884520,167,361
1884904,167,384
1885247,167,343
1885608,167,361
1885968,167,360
1886337,168,369
1886697,168,360
1887058,168,361
1887424,169,366
1887781,169,357
1888138,169,357
1888522,169,384
1888861,169,339
1889240,169,379
1889580,169,340
1889937,169,357
1890295,169,358
1890658,170,363
1891031,170,373
1891371,170,340
1891731,170,360
1892088,170,357
1892449,170,361
1892800,171,351
1893157,171,357
1893520,171,363
1893873,171,353
1894226,171,353
1894588,171,362
1894938,171,350
1895295,171,357
1895645,172,350
1896002,172,357
1896354,172,352
1896707,172,353
1897080,172,373
1897416,172,336
1897767,173,351
1898123,173,356
1898500,173,377
1898830,173,330
1899203,173,373
1899536,173,333
1899887,173,351
1900239,173,352
1900593,173,354
1900944,173,351
1901294,173,350
1901649,173,355
1902021,174,372
1902351,174,330
1902708,174,357
1903053,174,345
1903406,174,353
1903762,174,356
1904110,174,348
1904464,174,354
1904815,174,351
1905185,174,370
1905512,174,327
1905886,174,374
1906237,174,351
1906568,174,331
1906937,174,369
1907269,174,332
1907618,174,349
1907964,174,346
1908337,174,373
1908663,174,326
1909008,175,345
1909362,175,354
1909707,175,345
1910051,176,344
1910408,176,357
1910757,176,349
1911126,176,369
1911453,176,327
1911820,176,367
1912171,176,351
1912493,176,322
1912847,176,354
1913195,175,348
1913539,175,344
1913888,175,349
1914234,176,346
1914579,176,345
1914947,176,368
1915273,176,326
1915640,176,367
1915986,176,346
1916308,176,322
1916681,176,373
1917008,176,327
1917374,176,366
1917697,176,323
1918062,176,365
1918387,177,325
1918736,177,349
1919078,177,342
1919426,177,348
1919788,177,362
1920112,177,324
1920460,178,348
1920805,178,345
1921152,178,347
1921499,178,347
1921841,178,342
1922189,178,348
1922532,178,343
1922871,178,339
1923242,178,371
1923567,178,325
1923931,178,364
1924258,177,327
1924602,177,344
1924965,177,363
1925289,177,324
1925634,177,345
1925978,177,344
1926324,177,346
1926685,177,361
1927014,177,329
1927377,178,363
1927705,178,328
1928044,178,339
1928396,178,352
1928754,178,358
1929081,178,327
1929448,177,367
1929792,177,344
1930119,177,327
1930463,177,344
1930829,177,366
1931154,177,325
1931501,177,347
1931866,177,365
1932212,177,346
1932543,177,331
1932904,177,361
1933230,177,326
1933595,177,365
1933922,177,327
1934268,177,346
1934633,177,365
1934982,177,349
1935307,177,325
1935672,177,365
1936020,177,348
1936347,177,327
1936698,177,351
1937064,177,366
1937392,177,328
1937745,177,353
1938109,177,364
1938441,177,332
1938792,176,351
1939159,176,367
1939490,176,331
1939861,176,371
1940210,176,349
1940564,176,354
1940916,175,352
1941266,175,350
1941600,175,334
1941972,175,372
1942323,175,351
1942661,174,338
1943035,174,374
1943384,174,349
1943744,174,360
1944100,174,356
1944452,174,352
1944812,173,360
1945154,173,342
1945526,173,372
1945883,172,357
1946245,172,362
1946587,172,342
1946963,172,376
1947322,172,359
1947667,172,345
1948045,171,378
1948403,171,358
1948745,171,342
1949112,171,367
1949476,171,364
1949835,171,359
1950202,171,367
1950565,171,363
1950930,170,365
1951314,170,384
1951676,170,362
1952045,169,369
1952389,169,344
1952775,169,386
1953144,168,369
1953491,168,347
1953862,168,371
1954251,167,389
1954599,167,348
1954975,167,376
1955365,167,390
1955718,167,353
1956096,166,378
1956488,166,392
1956844,166,356
1957241,165,397
1957602,165,361
1957976,165,374
1958374,164,398
1958738,164,364
1959131,163,393
1959513,163,382
1959898,163,385
1960266,162,368
1960649,162,383
1961034,162,385
1961418,161,384
1961819,161,401
1962192,160,373
1962580,160,388
1962967,160,387
1963358,160,391
1963750,160,392
1964144,160,394
1964539,159,395
1964935,159,396
1965335,158,400
1965736,158,401
1966143,158,407
1966549,156,406
1966955,156,406
1967367,154,412
1967802,154,435
1968191,154,389
1968611,153,420
1969034,153,423
1969459,151,425
1969884,151,425
1970313,149,429
1970740,149,427
1971174,149,434
1971603,147,429
1972035,147,432
1972466,145,431
1972897,145,431
1973327,145,430
1973756,144,429
1974187,144,431
1974612,143,425
1975036,143,424
1975461,142,425
1975887,142,426
1976312,142,425
1976740,142,428
1977174,142,434
1977609,143,435
1978044,143,435
1978481,143,437
1978926,142,445
1979378,142,452
1979829,142,451
1980296,142,467
1980759,141,463
1981235,141,476
1981717,139,482
1982199,139,482
1982685,136,486
1983173,136,488
1983656,132,483
1984144,132,488
1984627,132,483
1985115,130,488
1985600,130,485
1986088,128,488
1986568,128,480
1987058,127,490
1987542,127,484
1988029,126,487
1988521,126,492
1989012,126,491
1989511,126,499
1990007,125,496
1990512,125,505
1991015,125,503
1991516,125,501
1992024,124,508
1992524,124,500
1993036,124,512
1993540,124,504
1994041,123,501
1994537,123,496
1995032,122,495
1995533,122,501
1996038,122,505
1996534,122,496
1997039,121,505
1997542,121,503
1998069,121,527
1998552,121,483
1999056,122,504
1999552,122,496
2000050,122,498
2000556,122,506
2001069,122,513
2001590,122,521
2002100,121,510
2002616,121,516
2003133,121,517
2003650,121,517
2004161,121,511
2004678,121,517
2005196,120,518
2005713,120,517
2006227,119,514
2006743,119,516
2007253,119,510
2007771,119,518
2008279,119,508
2008790,119,511
2009302,119,512
2009806,119,504
2010308,119,502
2010807,119,499
2011304,119,497
2011796,119,492
2012290,120,494
2012776,120,486
2013265,120,489
2013755,121,490
2014244,121,489
2014737,122,493
2015233,122,496
2015733,123,500
2016235,123,502
2016737,123,502
2017252,123,515
2017770,123,518
2018286,123,516
2018808,123,522
2019318,123,510
2019820,122,502
2020316,122,496
2020830,121,514
2021284,121,454
2021757,121,473
2022220,121,463
2022688,121,468
2023147,121,459
2023621,124,474
2024047,124,426
2024496,124,449
2024942,127,446
2025383,127,441
2025845,130,462
2026266,130,421
2026720,133,454
2027154,133,434
2027594,133,440
2028026,135,432
2028431,135,405
2028866,137,435
2029323,137,457
2029729,139,406
2030176,139,447
2030584,139,408
2031032,140,448
2031436,140,404
2031889,142,453
2032292,142,403
2032711,142,419
2033161,142,450
2033587,142,426
2033985,143,398
2034426,143,441
2034848,143,422
2035245,143,397
2035684,143,439
2036104,144,420
2036497,144,393
2036912,145,415
2037354,145,442
2037747,145,393
2038161,145,414
2038600,145,439
2039016,146,416
2039405,146,389
2039841,146,436
2040257,147,416
2040647,147,390
2041051,147,404
2041484,147,433
2041900,147,416
2042286,147,386
2042713,147,427
2043124,148,411
2043510,148,386
2043913,148,403
2044342,149,429
2044754,149,412
2045130,149,376
2045538,149,408
2045963,149,425
2046344,150,381
2046746,150,402
2047171,150,425
2047574,150,403
2047951,150,377
2048373,151,422
2048754,151,381
2049174,151,420
2049576,151,402
2049954,151,378
2050372,152,418
2050771,152,399
2051142,152,371
2051538,152,396
2051956,152,418
2052328,153,372
2052723,153,395
2053114,153,391
2053506,154,392
2053918,154,412
2054309,155,391
2054671,155,362
2055061,155,390
2055473,156,412
2055839,156,366
2056250,156,411
2056635,156,385
2056996,156,361
2057403,157,407
2057772,157,369
2058154,157,382
2058537,158,383
2058941,158,404
2059319,158,378
2059706,158,387
2060082,158,376
2060462,159,380
2060815,159,353
2061193,159,378
2061589,160,396
2061947,160,358
2062320,160,373
2062695,161,375
2063091,161,396
2063441,161,350
2063810,162,369
2064205,162,395
2064553,163,348
2064940,163,387
2065288,163,348
2065676,164,388
2066025,164,349
2066416,164,391
2066763,165,347
2067150,165,387
2067518,165,368
2067863,165,345
2068225,165,362
2068609,166,384
2068965,166,356
2069312,166,347
2069673,167,361
2070035,167,362
2070389,167,354
2070753,168,364
2071132,168,379
2071472,168,340
2071853,169,381
2072190,169,337
2072568,169,378
2072928,170,360
2073262,170,334
2073642,170,380
2073976,170,334
2074334,170,358
2074690,170,356
2075046,171,356
2075402,171,356
2075775,171,373
2076131,171,356
2076486,171,355
2076837,172,351
2077171,172,334
2077546,172,375
2077897,172,351
2078254,172,357
2078605,172,351
2078938,172,333
2079310,172,372
2079660,172,350
2080006,173,346
2080360,173,354
2080709,173,349
2081037,174,328
2081407,174,370
2081735,174,328
2082078,175,343
2082451,175,373
2082798,175,347
2083125,176,327
2083470,176,345
2083822,176,352
2084185,176,363
2084513,176,328
2084879,176,366
2085206,176,327
2085553,176,347
2085905,176,352
2086246,177,341
2086590,177,344
2086956,177,366
2087303,176,347
2087651,176,348
2087996,176,345
2088340,176,344
2088666,176,326
2089010,176,344
2089374,177,364
2089698,177,324
2090061,177,363
2090405,177,344
2090732,177,327
2091087,177,355
2091414,178,327
2091777,178,363
2092115,178,338
2092442,178,327
2092802,178,360
2093121,178,319
2093484,179,363
2093801,179,317
2094160,179,359
2094481,179,321
2094842,179,361
2095181,179,339
2095497,180,316
2095842,180,345
2096196,180,354
2096541,180,345
2096879,180,338
2097220,180,341
2097561,180,341
2097895,180,334
2098241,180,346
2098577,180,336
2098914,180,337
2099230,180,316
2099594,180,364
2099928,180,334
2100252,180,324
2100588,181,336
2100948,181,360
2101270,181,322
2101620,181,350
2101962,181,342
2102300,181,338
2102632,181,332
2102975,181,343
2103287,181,312
2103646,181,359
2103983,181,337
2104321,181,338
2104657,181,336
2104996,181,339
2105310,181,314
2105643,181,333
2105999,181,356
2106329,181,330
2106649,182,320
2107002,182,353
2107338,182,336
2107677,182,339
2108012,182,335
2108344,182,332
2108661,183,317
2108994,183,333
2109352,183,358
2109665,183,313
2110014,183,349
2110333,183,319
2110685,183,352
2111019,183,334
2111336,183,317
2111690,183,354
2112024,183,334
2112363,183,339
2112691,183,328
2113010,183,319
2113361,183,351
2113694,182,333
2114010,182,316
2114362,182,352
2114692,183,330
2115026,183,334
2115362,183,336
2115690,183,328
2116027,183,337
2116361,183,334
2116690,183,329
2117009,184,319
2117361,184,352
2117691,184,330
2118030,183,339
2118363,183,333
2118693,183,330
2119031,183,338
2119366,183,335
2119698,183,332
2120037,183,339
2120354,183,317
2120708,183,354
2121045,183,337
2121364,183,319
2121702,183,338
2122053,183,351
2122393,183,340
2122729,183,336
2123063,182,334
2123401,182,338
2123741,182,340
2124082,182,341
2124415,182,333
2124757,182,342
2125079,181,322
2125433,181,354
2125775,181,342
2126099,181,324
2126460,181,361
2126797,181,337
2127142,181,345
2127467,181,325
2127822,181,355
2128167,180,345
2128495,180,328
2128857,180,362
2129180,179,323
2129546,179,366
2129874,179,328
2130233,179,359
2130580,179,347
2130907,179,327
2131274,178,367
2131618,178,344
2131967,178,349
2132297,178,330
2132661,178,364
2133012,178,351
2133342,177,330
2133693,177,351
2134060,177,367
2134413,176,353
2134765,176,352
2135112,176,347
2135467,176,355
2135820,176,353
2136174,176,354
2136524,175,350
2136882,175,358
2137219,174,337
2137576,174,357
2137948,174,372
2138286,174,338
2138662,174,376
2139017,174,355
2139359,173,342
2139738,173,379
2140092,173,354
2140455,172,363
2140816,172,361
2141171,172,355
2141520,171,349
2141880,171,360
2142243,171,363
2142624,170,381
2142991,170,367
2143339,170,348
2143718,170,379
2144067,170,349
2144455,169,388
2144820,169,365
2145175,169,355
2145543,168,368
2145930,168,387
2146286,168,356
2146658,167,372
2147031,167,373
2147404,167,373
2147781,166,377
2148171,166,390
2148532,165,361
2148908,165,376
2149288,165,380
2149665,164,377
2150044,164,379
2150426,164,382
2150807,163,381
2151188,163,381
2151572,162,384
2151956,162,384
2152339,162,383
2152725,161,386
2153109,161,384
2153494,161,385
2153881,160,387
2154268,160,387
2154676,159,408
2155046,159,370
2155435,159,389
2155843,158,408
2156214,158,371
2156608,158,394
2157000,158,392
2157394,158,394
2157790,157,396
2158184,157,394
2158581,157,397
2158982,156,401
2159375,156,393
2159776,156,401
2160171,156,395
2160571,156,400
2160968,155,397
2161371,155,403
2161769,155,398
2162169,154,400
2162571,154,402
2162980,153,409
2163388,153,408
2163813,153,425
2164205,153,392
2164632,153,427
2165024,152,392
2165437,152,413
2165849,152,412
2166257,151,408
2166670,151,413
2167084,150,414
2167498,150,414
2167906,150,408
2168319,149,413
2168731,149,412
2169146,149,415
2169563,149,417
2169979,149,416
2170399,148,420
2170823,148,424
2171245,148,422
2171672,148,427
2172106,147,434
2172535,147,429
2172976,147,441
2173410,146,434
2173855,146,445
2174306,144,451
2174753,144,447
2175209,142,456
2175666,142,457
2176123,142,457
2176582,140,459
2177040,140,458
2177509,138,469
2177968,138,459
2178436,136,468
2178902,136,466
2179387,135,485
2179834,135,447
2180313,133,479
2180775,133,462
2181238,133,463
2181687,132,449
2182144,132,457
2182608,131,464
2183047,131,439
2183523,132,476
2183977,132,454
2184421,132,444
2184878,132,457
2185341,132,463
2185798,133,457
2186274,133,476
2186740,133,466
2187186,133,446
2187645,134,459
2188101,134,456
2188559,133,458
2189017,133,458
2189478,133,461
2189938,133,460
2190391,133,453
2190847,133,456
2191303,133,456
2191758,133,455
2192213,133,455
2192667,133,454
2193123,133,456
2193572,134,449
2194027,134,455
2194473,134,446
2194932,134,459
2195413,134,481
2195845,134,432
2196316,134,471
2196782,134,466
2197254,134,472
2197729,134,475
2198205,134,476
2198692,132,487
2199181,132,489
2199662,132,481
2200141,131,479
2200617,131,476
2201086,130,469
2201571,130,485
2202008,129,437
2202471,129,463
2202926,129,455
2203399,129,473
2203818,130,419
2204256,130,438
2204719,130,463
2205131,131,412
2205560,131,429
2205988,135,428
2206408,135,420
2206836,135,428
2207256,137,420
2207674,137,418
2208097,140,423
2208532,140,435
2208926,142,394
2209371,142,445
2209761,142,390
2210177,144,416
2210616,144,439
2211005,145,389
2211424,145,419
2211857,145,433
2212245,146,388
2212684,146,439
2213097,147,413
2213485,147,388
2213925,147,440
2214338,147,413
2214730,147,392
2215167,147,437
2215582,147,415
2215971,147,389
2216408,147,437
2216823,147,415
2217209,147,386
2217643,147,434
2218035,147,392
2218442,148,407
2218877,148,435
2219262,148,385
2219691,148,429
2220105,148,414
2220490,148,385
2220920,148,430
2221306,149,386
2221714,149,408
2222122,149,408
2222529,149,407
2222933,149,404
2223337,150,404
2223764,150,427
2224149,150,385
2224556,150,407
2224976,150,420
2225359,151,383
2225783,151,424
2226189,151,406
2226570,151,381
2226974,151,404
2227401,151,427
2227784,151,383
2228206,151,422
2228614,151,408
2228994,151,380
2229396,151,402
2229821,151,425
2230227,151,406
2230607,151,380
2231010,151,403
2231411,151,401
2231830,152,419
2232238,152,408
2232616,152,378
2233015,152,399
2233419,152,404
2233839,152,420
2234213,152,374
2234638,152,425
2235040,152,402
2235413,152,373
2235833,152,420
2236209,152,376
2236604,153,395
2236999,153,395
2237418,153,419
2237791,153,373
2238187,153,396
2238578,153,391
2238972,154,394
2239383,154,411
2239781,154,398
2240154,154,373
2240541,154,387
2240935,155,394
2241341,155,406
2241735,155,394
2242127,155,392
2242484,155,357
2242882,156,398
2243289,156,407
2243654,156,365
2244062,156,408
2244451,156,389
2244815,157,364
2245217,157,402
2245605,157,388
2245961,158,356
2246347,158,386
