04 August 2017 12:53:19
Time (ms),HR (bpm),R-R (ms)
21771268,97,600
21771869,98,601
21772480,98,611
21773111,99,631
21773751,99,640
21774393,100,642
21775031,100,638
21775675,100,644
21776314,100,639
21776940,99,626
21777563,99,623
21778184,98,621
21778805,98,621
21779422,98,617
21780042,97,620
21780669,97,627
21781310,97,641
21781953,97,643
21782600,97,647
21783252,97,652
21783902,97,650
21784547,97,645
21785184,97,637
21785819,97,635
21786451,96,632
21787072,96,621
21787693,96,621
21788313,96,620
21788934,96,621
21789550,96,616
21790167,96,617
21790793,96,626
21791429,96,636
21792065,96,636
21792701,97,636
21793333,97,632
21793960,97,627
21794588,97,628
21795239,97,651
21795901,97,662
21796564,97,663
21797215,97,651
21797862,96,647
21798502,96,640
21799128,96,626
21799735,95,607
21800344,95,609
21800951,95,607
21801562,95,611
21802169,95,607
21802774,96,605
21803380,96,606
21803984,97,604
21804588,98,604
21805185,98,597
21805784,99,599
21806387,99,603
21806994,99,607
21807602,100,608
21808230,100,628
21808865,100,635
21809508,100,643
21810189,100,681
21810905,99,716
21811619,99,714
21812351,99,732
21813089,98,738
21813806,95,717
21814476,95,670
21815120,92,644
21815744,92,624
21816363,91,619
21816987,90,624
21817618,90,631
21818244,90,626
21818872,90,628
21819502,90,630
21820132,92,630
21820760,92,628
21821378,92,618
21821984,95,606
21822592,95,608
21823197,97,605
21823807,97,610
21824423,97,616
21825041,98,618
21825676,98,635
21826320,98,644
21826968,98,648
21827614,98,646
21828263,98,649
21828913,98,650
21829555,98,642
21830179,97,624
21830792,97,613
21831406,96,614
21832019,96,613
21832640,96,621
21833272,96,632
21833911,96,639
21834560,96,649
21835205,96,645
21835843,96,638
21836481,97,638
21837125,97,644
21837783,97,658
21838441,96,658
21839093,96,652
21839742,96,649
21840394,95,652
21841049,95,655
21841705,94,656
21842362,94,657
21843035,94,673
21843729,93,694
21844428,93,699
21845120,93,692
21845814,92,694
21846503,92,689
21847189,92,686
21847860,91,671
21848527,91,667
21849187,90,660
21849846,90,659
21850491,90,645
21851134,90,643
21851779,90,645
21852430,90,651
21853077,90,647
21853726,91,649
21854382,91,656
21855039,92,657
21855688,92,649
21856336,92,648
21856981,93,645
21857622,93,641
21858254,93,632
21858886,94,632
21859518,94,632
21860146,94,628
21860764,94,618
21861385,94,621
21862013,95,628
21862643,95,630
21863267,95,624
21863896,95,629
21864540,96,644
21865196,96,656
21865846,96,650
21866495,96,649
21867148,96,653
21867796,96,648
21868428,96,632
21869053,96,625
21869676,96,623
21870300,95,624
21870911,95,611
21871524,95,613
21872142,95,618
21872767,95,625
21873396,96,629
21874026,96,630
21874668,96,642
21875321,97,653
21875972,97,651
21876620,97,648
21877272,97,652
21877922,97,650
21878565,96,643
21879206,96,641
21879844,96,638
21880482,95,638
21881112,95,630
21881738,95,626
21882368,95,630
21882999,95,631
21883626,95,627
21884253,95,627
21884881,95,628
21885511,96,630
21886136,96,625
21886754,96,618
21887372,96,618
21887984,96,612
21888591,97,607
21889211,97,620
21889846,97,635
21890494,97,648
21891148,97,654
21891780,98,632
21892411,98,631
21893046,98,635
21893688,97,642
21894315,97,627
21894928,97,613
21895533,97,605
21896141,97,608
21896753,97,612
21897365,97,612
21897973,97,608
21898583,97,610
21899187,97,604
21899783,98,596
21900375,98,592
21900967,99,592
21901561,99,594
21902160,100,599
21902764,100,604
21903382,100,618
21904016,101,634
21904642,101,626
21905256,101,614
21905873,101,617
21906496,101,623
21907116,100,620
21907746,100,630
21908387,100,641
21909034,99,647
21909679,99,645
21910317,98,638
21910946,98,629
21911572,98,626
21912193,97,621
21912803,97,610
21913408,96,605
21914008,96,600
21914604,96,596
21915201,97,597
21915792,97,591
21916385,98,593
21916983,98,598
21917605,98,622
21918230,100,625
21918869,100,639
21919530,100,661
21920207,100,677
21920904,100,697
21921598,100,694
21922291,98,693
21922969,98,678
21923633,96,664
21924289,96,656
21924943,95,654
21925590,93,647
21926229,93,639
21926867,92,638
21927506,91,639
21928143,91,637
21928777,92,634
21929409,92,632
21930050,92,641
21930697,93,647
21931344,93,647
21931993,94,649
21932654,95,661
21933312,95,658
21933967,95,655
21934608,95,641
21935231,95,623
21935846,95,615
21936455,95,609
21937074,95,619
21937704,95,630
21938332,95,628
21938951,95,619
21939561,95,610
21940168,96,607
21940780,97,612
21941403,97,623
21942027,97,624
21942648,97,621
21943272,98,624
21943903,98,631
21944532,98,629
21945157,98,625
21945772,98,615
21946394,98,622
21947015,98,621
21947627,98,612
21948233,98,606
21948840,98,607
21949454,98,614
21950068,98,614
21950669,98,601
21951274,98,605
21951884,98,610
21952488,99,604
21953096,99,608
21953696,99,600
21954297,100,601
21954907,100,610
21955517,100,610
21956126,100,609
21956736,100,610
21957365,100,629
21958007,100,642
21958641,100,634
21959277,100,636
21959921,100,644
21960592,100,671
21961253,99,661
21961891,99,638
21962517,97,626
21963145,97,628
21963783,97,638
21964416,96,633
21965047,96,631
21965686,95,639
21966329,95,643
21966997,95,668
21967679,95,682
21968396,95,717
21969083,95,687
21969747,94,664
21970401,94,654
21971050,94,649
21971689,93,639
21972316,93,627
21972926,92,610
21973533,92,607
21974143,92,610
21974762,93,619
21975384,93,622
21976009,93,625
21976643,95,634
21977294,95,651
21977955,96,661
21978609,97,654
21979263,97,654
21979919,97,656
21980573,97,654
21981213,97,640
21981842,96,629
21982464,96,622
21983084,95,620
21983694,95,610
21984300,95,606
21984897,95,597
21985492,95,595
21986089,96,597
21986687,96,598
21987285,97,598
21987889,98,604
21988509,98,620
21989150,99,641
21989797,99,647
21990440,100,643
21991085,100,645
21991736,100,651
21992382,100,646
21993015,99,633
21993632,99,617
21994239,98,607
21994839,98,600
21995432,97,593
21996020,97,588
21996602,97,582
21997184,97,582
21997761,97,577
21998335,99,574
21998908,99,573
21999482,101,574
22000063,101,581
22000646,102,583
22001225,103,579
22001811,103,586
22002399,104,588
22002987,104,588
22003571,105,584
22004150,105,579
22004730,105,580
22005313,105,583
22005893,105,580
22006470,105,577
22007045,105,575
22007616,105,571
22008186,105,570
22008778,105,592
22009320,105,542
22009876,105,556
22010427,106,551
22010976,106,549
22011521,106,545
22012059,106,538
22012622,107,563
22013231,107,609
22013870,108,639
22014511,108,641
22015159,108,648
22015810,108,651
22016444,108,634
22017055,107,611
22017650,105,595
22018235,105,585
22018812,103,577
22019387,103,575
22019964,101,577
22020558,101,594
22021184,101,626
22021839,100,655
22022497,100,658
22023176,100,679
22023887,100,711
22024639,100,752
22025374,99,735
22026102,99,728
22026820,96,718
22027515,96,695
22028187,95,672
22028838,92,651
22029478,92,640
22030117,89,639
22030748,89,631
22031376,88,628
22031998,88,622
22032627,88,629
22033254,90,627
22033875,90,621
22034501,91,626
22035138,93,637
22035783,93,645
22036424,94,641
22037080,96,656
22037737,96,657
22038395,96,658
22039043,96,648
22039687,96,644
22040328,95,641
22040978,95,650
22041628,95,650
22042264,94,636
22042904,94,640
22043540,94,636
22044175,94,635
22044805,94,630
22045426,94,621
22046042,94,616
22046647,95,605
22047242,95,595
22047829,95,587
22048410,96,581
22048989,96,579
22049566,98,577
22050144,98,578
22050737,99,593
22051340,100,603
22051941,100,601
22052543,102,602
22053145,102,602
22053746,103,601
22054342,103,596
22054929,103,587
22055511,103,582
22056084,103,573
22056654,103,570
22057220,103,566
22057783,103,563
22058346,103,563
22058914,104,568
22059489,104,575
22060066,104,577
22060647,105,581
22061229,105,582
22061822,106,593
22062422,106,600
22063024,106,602
22063623,106,599
22064226,106,603
22064832,105,606
22065442,105,610
22066045,104,603
22066643,104,598
22067236,104,593
22067829,103,593
22068423,103,594
22069012,102,589
22069596,102,584
22070181,102,585
22070767,102,586
22071353,102,586
22071934,102,581
22072518,102,584
22073109,103,591
22073708,103,599
22074312,103,604
22074920,103,608
22075536,103,616
22076167,103,631
22076793,103,626
22077405,103,612
22078015,102,610
22078624,102,609
22079224,101,600
22079815,101,591
22080402,101,587
22080982,101,580
22081562,100,580
22082133,101,571
22082700,101,567
22083263,102,563
22083824,102,561
22084387,103,563
22084947,103,560
22085510,104,563
22086081,104,571
22086676,105,595
22087278,106,602
22087882,106,604
22088492,106,610
22089130,106,638
22089781,106,651
22090423,105,642
22091052,105,629
22091675,104,623
22092289,102,614
22092892,102,603
22093491,100,599
22094087,100,596
22094682,99,595
22095269,99,587
22095850,99,581
22096426,99,576
22096998,99,572
22097564,100,566
22098129,100,565
22098687,102,558
22099244,102,557
22099805,104,561
22100379,104,574
22100953,105,574
22101531,106,578
22102119,106,588
22102725,107,606
22103349,107,624
22103967,107,618
22104580,106,613
22105197,106,617
22105811,105,614
22106424,105,613
22107024,103,600
22107617,103,593
22108204,102,587
22108790,101,586
22109373,101,583
22109951,101,578
22110525,101,574
22111103,101,578
22111684,101,581
22112270,102,586
22112856,103,586
22113438,103,582
22114011,104,573
22114577,104,566
22115137,105,560
22115691,105,554
22116240,105,549
22116781,105,541
22117315,106,534
22117843,106,528
22118374,107,531
22118912,108,538
22119456,108,544
22119997,110,541
22120543,110,546
22121095,111,552
22121654,111,559
22122224,112,570
22122797,112,573
22123382,112,585
22123996,112,614
22124672,112,676
22125391,111,719
22126091,110,700
22126781,110,690
22127456,110,675
22128113,105,657
22128753,105,640
22129370,101,617
22129979,101,609
22130580,97,601
22131180,97,600
22131767,96,587
22132350,94,583
22132926,94,576
22133501,95,575
22134079,95,578
22134653,98,574
22135228,98,575
22135800,99,572
22136373,102,573
22136954,102,581
22137545,104,591
22138139,104,594
22138738,105,599
22139340,105,602
22139958,105,618
22140580,105,622
22141195,105,615
22141807,104,612
22142414,104,607
22143019,103,605
22143615,102,596
22144206,102,591
22144797,101,591
22145389,101,592
22145975,101,586
22146558,101,583
22147131,101,573
22147704,101,573
22148276,101,572
22148845,102,569
22149407,102,562
22149963,104,556
22150518,104,555
22151074,105,556
22151632,105,558
22152199,106,567
22152784,107,585
22153383,107,599
22153985,107,602
22154596,107,611
22155220,107,624
22155854,107,634
22156483,107,629
22157096,105,613
22157707,105,611
22158314,104,607
22158916,102,602
22159508,102,592
22160092,101,584
22160679,101,587
22161269,100,590
22161856,100,587
22162444,100,588
22163031,101,587
22163623,101,592
22164229,102,606
22164845,102,616
22165454,102,609
22166053,102,599
22166652,102,599
22167250,103,598
22167844,103,594
22168431,102,587
22169021,102,590
22169613,102,592
22170211,102,598
22170809,102,598
22171411,102,602
22172023,102,612
22172648,102,625
22173278,102,630
22173912,102,634
22174550,101,638
22175192,101,642
22175820,101,628
22176435,100,615
22177040,100,605
22177637,99,597
22178230,99,593
22178812,98,582
22179391,98,579
22179966,98,575
22180536,99,570
22181107,99,571
22181674,101,567
22182242,101,568
22182805,102,563
22183368,102,563
22183924,103,556
22184484,105,560
22185047,105,563
22185614,106,567
22186183,106,569
22186770,107,587
22187370,107,600
22187974,107,604
22188579,107,605
22189191,107,612
22189821,106,630
22190436,106,615
22191052,106,616
22191654,104,602
22192248,104,594
22192831,102,583
22193407,102,576
22193989,101,582
22194572,101,583
22195164,101,592
22195763,101,599
22196360,101,597
22196951,102,591
22197540,102,589
22198119,103,579
22198698,103,579
22199273,103,575
22199846,103,573
22200417,103,571
22200994,104,577
22201576,104,582
22202159,104,583
22202740,104,581
22203330,105,590
22203924,105,594
22204518,105,594
22205105,105,587
22205697,105,592
22206289,105,592
22206727,105,438
22207487,105,760
22208080,104,593
22208660,104,580
22209237,104,577
22209808,104,571
22210382,104,574
22210953,104,571
22211524,104,571
22212096,104,572
22212684,104,588
22213307,104,623
22214005,104,698
22214708,104,703
22215407,104,699
22216088,104,681
22216745,104,657
22217376,103,631
22217995,103,619
22218603,100,608
22219209,100,606
22219803,99,594
22220391,98,588
22220973,98,582
22221548,97,575
22222121,97,573
22222694,97,573
22223266,97,572
22223836,98,570
22224409,101,573
22224986,101,577
22225572,103,586
22226157,103,585
22226743,105,586
22227331,105,588
22227924,105,593
22228522,105,598
22229116,105,594
22229707,105,591
22230299,105,592
22230889,105,590
22231481,105,592
22232066,104,585
22232648,104,582
22233228,104,580
22233806,103,578
22234380,103,574
22234947,103,567
22235509,103,562
22236078,104,569
22236657,104,579
22237249,104,592
22237841,105,592
22238446,105,605
22239049,105,603
22239647,105,598
22240241,105,594
22240834,105,593
22241428,105,594
22242014,104,586
22242593,104,579
22243164,103,571
22243728,103,564
22244289,103,561
22244850,103,561
22245410,103,560
22245991,104,581
22246603,104,612
22247240,105,637
22247869,105,629
22248469,105,600
22249058,105,589
22249645,105,587
22250236,104,591
22250828,104,592
22251415,103,587
22251996,103,581
22252574,103,578
22253152,102,578
22253730,102,578
22254305,103,575
22254881,103,576
22255459,103,578
22256040,103,581
22256622,104,582
22257197,105,575
22257771,105,574
22258341,105,570
22258925,105,584
22259537,105,612
22260223,105,686
22260956,105,733
22261705,105,749
22262478,105,773
22263257,105,779
22264034,105,777
22264823,105,789
22265599,103,776
22266372,98,773
22267132,98,760
22267882,95,750
22268607,90,725
22269344,90,737
22270041,87,697
22270778,85,737
22271511,80,733
22272197,80,686
22272863,80,666
22273532,82,669
22274208,82,676
22274883,83,675
22275554,83,671
22276220,84,666
22276874,86,654
22277508,86,634
22278135,87,627
22278763,89,628
22279388,89,625
22280016,91,628
22280653,91,637
22281296,92,643
22281936,93,640
22282587,93,651
22283246,94,659
22283896,95,650
22284526,95,630
22285162,95,636
22285805,95,643
22286454,95,649
22287089,95,635
22287725,95,636
22288381,95,656
22289059,95,678
22289739,95,680
22290394,94,655
22291031,94,637
22291669,94,638
22292321,94,652
22292998,94,677
22293680,94,682
22294376,93,696
22295118,93,742
22295876,93,758
22296594,92,718
22297326,91,732
22298066,91,740
22298794,90,728
22299492,89,698
22300161,87,669
22300809,87,648
22301452,86,643
22302077,86,625
22302697,86,620
22303330,87,633
22303987,87,657
22304651,87,664
22305344,89,693
22306064,89,720
22306773,90,709
22307498,91,725
22308244,91,746
22308985,91,741
22309684,91,699
22310362,91,678
22311021,90,659
22311662,88,641
22312289,88,627
22312906,88,617
22313531,88,625
22314161,88,630
22314782,89,621
22315405,89,623
22316030,90,625
22316665,92,635
22317308,92,643
22317955,93,647
22318602,95,647
22319235,95,633
22319856,96,621
22320467,96,611
22321077,96,610
22321691,97,614
22322312,97,621
22322940,97,628
22323559,97,619
22324175,97,616
22324790,97,615
22325406,97,616
22326024,98,618
22326654,98,630
22327305,98,651
22327970,98,665
22328628,98,658
22329270,98,642
22329894,97,624
22330504,97,610
22331100,97,596
22331690,97,590
22332273,97,583
22332857,97,584
22333456,97,599
22334069,97,613
22334694,97,625
22335342,98,648
22336000,99,658
22336647,99,647
22337301,99,654
22337959,99,658
22338612,99,653
22339251,98,639
22339890,98,639
22340529,98,639
22341166,96,637
22341793,96,627
22342412,95,619
22343036,95,624
22343660,95,624
22344294,95,634
22344927,95,633
22345565,95,638
22346199,95,634
22346837,96,638
22347471,96,634
22348097,96,626
22348714,96,617
22349321,97,607
22349921,97,600
22350514,97,593
22351098,97,584
22351675,98,577
22352257,98,582
22352850,98,593
22353451,99,601
22354057,99,606
22354671,100,614
22355301,100,630
22355937,101,636
22356567,101,630
22357204,101,637
22357838,101,634
22358478,101,640
22359107,100,629
22359730,99,623
22360344,99,614
22360955,98,611
22361563,98,608
22362164,98,601
22362764,97,600
22363367,97,603
22363968,98,601
22364564,98,596
22365163,98,599
22365762,99,599
22366364,99,602
22366963,100,599
22367567,100,604
22368182,101,615
22368803,101,621
22369420,101,617
22370029,101,609
22370630,101,601
22371218,101,588
22371799,101,581
22372371,101,572
22372942,101,571
22373510,101,568
22374077,102,567
22374637,102,560
22375198,103,561
22375763,103,565
22376341,104,578
22376916,104,575
22377504,105,588
22378123,106,619
22378777,106,654
22379443,106,666
22380100,105,657
22380742,105,642
22381368,103,626
22381972,103,604
22382566,102,594
22383152,100,586
22383733,100,581
22384316,99,583
22384904,99,588
22385515,99,611
22386156,99,641
22386825,99,669
22387498,99,673
22388137,99,639
22388771,99,634
22389406,99,635
22390040,99,634
22390659,98,619
22391271,98,612
22391874,98,603
22392471,97,597
22393055,97,584
22393637,97,582
22394217,97,580
22394797,97,580
22395384,99,587
22395975,99,591
22396570,100,595
22397166,100,596
22397773,102,607
22398396,102,623
22399043,102,647
22399698,102,655
22400349,102,651
22400989,102,640
22401615,101,626
22402213,101,598
22402802,100,589
22403383,100,581
22403963,98,580
22404542,98,579
22405117,98,575
22405698,99,581
22406290,99,592
22406897,100,607
22407512,100,615
22408132,101,620
22408756,102,624
22409389,102,633
22410022,102,633
22410649,102,627
22411269,102,620
22411887,101,618
22412503,101,616
22413118,100,615
22413726,100,608
22414327,99,601
22414928,98,601
22415527,98,599
22416121,98,594
22416714,98,593
22417308,99,594
22417911,99,603
22418509,99,598
22419104,100,595
22419704,100,600
22420295,101,591
22420891,101,596
22421496,101,605
22422104,102,608
22422709,102,605
22423304,102,595
22423887,102,583
22424458,102,571
22425028,102,570
22425598,102,570
22426169,102,571
22426733,102,564
22427303,103,570
22427884,103,581
22428476,104,592
22429069,104,593
22429656,105,587
22430242,105,586
22430828,105,586
22431419,105,591
22432010,105,591
22432600,105,590
22433185,105,585
22433772,105,587
22434358,104,586
22434947,104,589
22435528,104,581
22436103,104,575
22436675,104,572
22437246,104,571
22437820,104,574
22438389,104,569
22438962,104,573
22439538,105,576
22440117,105,579
22440704,105,587
22441311,105,607
22441930,105,619
22442547,105,617
22443154,105,607
22443745,105,591
22444332,105,587
22444911,104,579
22445489,104,578
22446065,103,576
22446638,103,573
22447204,103,566
22447766,103,562
22448322,103,556
22448876,104,554
22449434,104,558
22450004,105,570
22450578,105,574
22451177,105,599
22451802,106,625
22452466,106,664
22453160,106,694
22453848,106,688
22454497,106,649
22455118,104,621
22455719,104,601
22456307,103,588
22456894,100,587
22457479,100,585
22458057,98,578
22458628,98,571
22459193,98,565
22459755,98,562
22460314,99,559
22460872,99,558
22461433,101,561
22461988,103,555
22462539,103,551
22463084,106,545
22463627,106,543
22464166,108,539
22464707,108,541
22465245,109,538
22465791,109,546
22466351,110,560
22466930,110,579
22467522,110,592
22468133,110,611
22468770,110,637
22469446,110,676
22470129,108,683
22470790,108,661
22471443,105,653
22472084,105,641
22472716,104,632
22473321,100,605
22473920,100,599
22474513,97,593
22475108,97,595
22475703,97,595
22476305,96,602
22476924,96,619
22477536,97,612
22478158,97,622
22478790,98,632
22479420,99,630
22480045,99,625
22480663,100,618
22481284,100,621
22481897,100,613
22482503,99,606
22483099,99,596
22483683,99,584
22484256,99,573
22484823,99,567
22485385,99,562
22485941,100,556
22486493,100,552
22487046,101,553
22487607,103,561
22488187,103,580
22488791,105,604
22489421,105,630
22490090,106,669
22490784,106,694
22491469,106,685
22492142,106,673
22492832,104,690
22493517,104,685
22494195,103,678
22494857,100,662
22495501,100,644
22496137,98,636
22496762,94,625
22497376,94,614
22497978,92,602
22498574,92,596
22499168,92,594
22499756,92,588
22500343,93,587
22500929,95,586
22501515,95,586
22502113,98,598
22502739,98,626
22503392,99,653
22504046,100,654
22504695,100,649
22505340,101,645
22505990,100,650
22506634,100,644
22507285,99,651
22507910,99,625
22508535,98,625
22509172,97,637
22509824,97,652
22510458,96,634
22511074,96,616
22511693,95,619
22512315,95,622
22512939,95,624
22513557,95,618
22514167,96,610
22514780,96,613
22515398,97,618
22516012,97,614
22516617,97,605
22517223,97,606
22517833,98,610
22518442,98,609
22519041,98,599
22519688,99,647
22520373,99,685
22521133,99,760
22521854,99,721
22522578,99,724
22523268,99,690
22523946,98,678
22524600,96,654
22525230,96,630
22525860,94,630
22526489,92,629
22527112,92,623
22527723,91,611
22528325,91,602
22528924,91,599
22529522,92,598
22530115,92,593
22530706,95,591
22531292,95,586
22531888,97,596
22532482,97,594
22533072,99,590
22533666,100,594
22534266,100,600
22534864,101,598
22535455,101,591
22536039,102,584
22536626,102,587
22537218,102,592
22537812,103,594
22538401,103,589
22539001,103,600
22539631,103,630
22540278,103,647
22540915,102,637
22541563,102,648
22542230,102,667
22542901,101,671
22543577,101,676
22544228,99,651
22544864,99,636
22545496,98,632
22546108,96,612
22546706,96,598
22547303,95,597
22547900,95,597
22548492,95,592
22549076,95,584
22549663,95,587
22550248,97,585
22550838,97,590
22551423,99,585
22552008,99,585
22552597,100,589
22553186,102,589
22553771,102,585
22554360,103,589
22554962,103,602
22555565,103,603
22556222,103,657
22557038,103,816
22557853,103,815
22558649,103,796
22559389,103,740
22560113,103,724
22560811,103,698
22561482,103,671
22562147,103,665
22562804,103,657
22563434,101,630
22564050,101,616
22564658,99,608
22565276,99,618
22565904,98,628
22566539,96,635
22567173,96,634
22567792,95,619
22568396,95,604
22569001,95,605
22569615,96,614
22570238,96,623
22570868,97,630
22571510,98,642
22572156,98,646
22572794,98,638
22573441,98,647
22574097,98,656
22574750,97,653
22575387,97,637
22576019,97,632
22576652,96,633
22577276,96,624
22577890,96,614
22578498,96,608
22579111,96,613
22579722,96,611
22580327,96,605
22580929,96,602
22581529,96,600
22582129,98,600
22582729,98,600
22583327,98,598
22583923,99,596
22584522,99,599
22585124,100,602
22585722,100,598
22586316,101,594
22586897,101,581
22587475,101,578
22588051,102,576
22588626,102,575
22589216,102,590
22589804,102,588
22590388,103,584
22590978,103,590
22591573,103,595
22592176,104,603
22592774,104,598
22593365,104,591
22593950,104,585
22594516,104,566
22595080,104,564
22595639,104,559
22596213,104,574
22596808,104,595
22597432,104,624
22598071,104,639
22598691,104,620
22599311,104,620
22599931,104,620
22600534,103,603
22601140,103,606
22601752,103,612
22602355,101,603
22602953,101,598
22603545,100,592
22604123,100,578
22604689,100,566
22605250,100,561
22605803,100,553
22606355,101,552
22606902,101,547
22607455,103,553
22608020,103,565
22608607,105,587
22609211,105,604
22609827,106,616
22610449,107,622
22611075,107,626
22611697,106,622
22612309,106,612
22612913,106,604
22613511,104,598
22614109,104,598
22614703,102,594
22615293,102,590
22615880,101,587
22616473,101,593
22617072,101,599
22617657,101,585
22618247,101,590
22618842,101,595
22619447,101,605
22620060,102,613
22620668,102,608
22621264,102,596
22621854,102,590
22622443,102,589
22623033,102,590
22623620,102,587
22624208,102,588
22624795,102,587
22625384,102,589
22625977,102,593
22626571,102,594
22627177,102,606
22627785,102,608
22628389,103,604
22628996,103,607
22629602,103,606
22630205,103,603
22630801,103,596
22631390,102,589
22631976,102,586
22632564,102,588
22633154,102,590
22633736,102,582
22634318,102,582
22634903,102,585
22635489,102,586
22636076,103,587
22636664,103,588
22637255,103,591
22637853,103,598
22638454,103,601
22639051,103,597
22639640,103,589
22640228,103,588
22640809,103,581
22641393,103,584
22641969,103,576
22642540,103,571
22643107,103,567
22643671,103,564
22644236,104,565
22644804,104,568
22645376,105,572
22645945,105,569
22646526,105,581
22647125,105,599
22647737,106,612
22648358,106,621
22648995,106,637
22649641,105,646
22650282,105,641
22650909,105,627
22651520,103,611
22652123,103,603
22652722,101,599
22653315,101,593
22653900,100,585
22654483,99,583
22655057,99,574
22655625,100,568
22656186,100,561
22656750,101,564
22657330,101,580
22657929,102,599
22658539,102,610
22659174,103,635
22659845,104,671
22660524,104,679
22661193,104,669
22661846,103,653
22662501,103,655
22663146,102,645
22663784,100,638
22664411,100,627
22665020,97,609
22665611,97,591
22666193,96,582
22666763,96,570
22667357,96,594
22667912,96,555
22668499,96,587
22669103,98,604
22669723,98,620
22670345,99,622
22670954,101,609
22671565,101,611
22672182,102,617
22672810,102,628
22673444,102,634
22674075,101,631
22674700,101,625
22675318,100,618
22675931,100,613
22676535,100,604
22677119,99,584
22677697,99,578
22678272,98,575
22678846,98,574
22679417,99,571
22679990,99,573
22680565,100,575
22681141,102,576
22681723,102,582
22682314,103,591
22682919,103,605
22683527,104,608
22684145,104,618
22684771,104,626
22685395,104,624
22686014,104,619
22686629,104,615
22687236,102,607
22687835,102,599
22688427,101,592
22689016,101,589
22689607,100,591
22690203,100,596
22690799,100,596
22691385,100,586
22691968,100,583
22692546,101,578
22693116,101,570
22693684,102,568
22694251,102,567
22694821,103,570
22695398,103,577
22695992,104,594
22696594,104,602
22697192,104,598
22697788,105,596
22698379,105,591
22698956,105,577
22699536,105,580
22700121,105,585
22700695,104,574
22701258,104,563
22701816,104,558
22702369,104,553
22702927,105,558
22703501,105,574
22704098,105,597
22704706,106,608
22705316,106,610
22705918,106,602
22706507,106,589
22707086,106,579
22707657,106,571
22708221,105,564
22708782,105,561
22709334,105,552
22709880,105,546
22710425,105,545
22710973,105,548
22711533,105,560
22712137,106,604
22712802,106,665
22713538,107,736
22714291,107,753
22714998,107,707
22715703,107,705
22716400,107,697
22717080,104,680
22717733,104,653
22718363,102,630
22718973,98,610
22719570,98,597
22720160,95,590
22720740,95,580
22721318,93,578
22721895,93,577
22722472,94,577
22723046,94,574
22723626,96,580
22724213,99,587
22724808,99,595
22725396,102,588
22725978,102,582
22726558,103,580
22727154,104,596
22727781,104,627
22728421,104,640
22729051,104,630
22729736,104,685
22730443,102,707
22731147,102,704
22731841,101,694
22732516,99,675
22733163,99,647
22733788,97,625
22734402,95,614
22735011,95,609
22735617,93,606
22736227,93,610
22736831,93,604
22737442,93,611
22738049,93,607
22738649,95,600
22739235,95,586
22739815,97,580
22740397,97,582
22740977,98,580
22741557,100,580
22742133,100,576
22742715,102,582
22743303,102,588
22743896,103,593
22744503,103,607
22745125,103,622
22745764,103,639
22746394,103,630
22747020,103,626
22747646,102,626
22748264,102,618
22748879,101,615
22749496,101,617
22750129,100,633
22750779,99,650
22751423,99,644
22752071,98,648
22752716,98,645
22753364,98,648
22753995,97,631
22754607,97,612
22755206,96,599
22755798,96,592
22756380,96,582
22756960,97,580
22757539,97,579
22758135,98,596
22758753,98,618
22759364,98,611
22759986,100,622
22760620,100,634
22761250,101,630
22761878,101,628
22762520,101,642
22763173,101,653
22763820,101,647
22764452,100,632
22765079,99,627
22765701,99,622
22766313,98,612
22766914,98,601
22767512,97,598
22768111,97,599
22768708,97,597
22769296,97,588
22769888,97,592
22770484,98,596
22771077,98,593
22771662,99,585
22772249,100,587
22772849,100,600
22773458,101,609
22774067,101,609
22774702,102,635
22775353,102,651
22775984,102,631
22776607,102,623
22777231,102,624
22777854,101,623
22778463,100,609
22779056,100,593
22779637,99,581
22780208,99,571
22780778,99,570
22781338,99,560
22781898,99,560
22782455,100,557
22783018,100,563
22783591,102,573
22784186,102,595
22784815,104,629
22785454,104,639
22786089,105,635
22786712,105,623
22787319,105,607
22787912,104,593
22788501,104,589
22789084,104,583
22789665,102,581
22790243,102,578
22790813,101,570
22791381,101,568
22791947,102,566
22792519,102,572
22793113,102,594
22793751,103,638
22794425,103,674
22795118,103,693
22795848,103,730
22796618,103,770
22797375,103,757
22798122,103,747
22798873,102,751
22799606,102,733
22800332,100,726
22801061,96,729
22801786,96,725
22802478,94,692
22803139,89,661
22803763,89,624
22804366,86,603
22804961,86,595
22805551,86,590
22806135,85,584
22806728,85,593
22807335,88,607
22807939,88,604
22808542,90,603
22809141,94,599
22809744,94,603
22810345,98,601
22810940,98,595
22811534,101,594
22812142,101,608
22812762,101,620
22813382,102,620
22813989,102,607
22814596,101,607
22815204,101,608
22815812,101,608
22816430,101,618
22817055,101,625
22817669,100,614
22818270,100,601
22818866,100,596
22819463,100,597
22820058,100,595
22820654,100,596
22821261,100,607
22821875,100,614
22822479,100,604
22823090,100,611
22823709,101,619
22824334,101,625
22824947,101,613
22825558,101,611
22826148,101,590
22826728,101,580
22827297,101,569
22827867,101,570
22828431,101,564
22828997,101,566
22829563,102,566
22830139,102,576
22830734,103,595
22831347,103,613
22831967,104,620
22832606,104,639
22833241,104,635
22833858,104,617
22834472,104,614
22835080,103,608
22835682,103,602
22836281,102,599
22836871,101,590
22837458,101,587
22838056,100,598
22838658,100,602
22839256,100,598
22839843,100,587
22840433,100,590
22841048,101,615
22841690,101,642
22842354,101,664
